Geneid	Length	22784	23406	H13	H14	22783	23386	23404	H11	H12	22785
Hol_evm.model.scaffold04251.5	168	2	3	0	2	0	0	1	5	2	0
Hol_evm.model.scaffold04251.1	1626	43	19	0	0	5	0	5	2	4	3
Hol_evm.model.scaffold04251.2	525	2	21	0	0	25	0	1	6	4	0
Hol_evm.model.scaffold04251.3	1179	9494	3473	8964	18201	2476	1802	4421	2431	9949	10745
Hol_evm.model.scaffold04251.4	1131	478	196	569	377	327	1131	286	88	180	4355
Hol_evm.model.scaffold04258.1	2305	171	10	64	2	19	0	25	12	8	35
Hol_evm.model.scaffold04259.1	1755	1616	116	989	146	212	0	2037	354	1388	71
Hol_evm.model.scaffold04260.1	1038	7	15	14	32	47	0	8	66	122	8
Hol_evm.model.scaffold04266.1	1005	732	362	888	1521	389	0	5122	2027	2070	315
Hol_evm.model.scaffold04266.2	1122	590	141	462	773	176	0	375	12	375	911
Hol_evm.model.scaffold04266.3	1206	755	375	318	1246	272	1	983	527	1842	2469
Hol_evm.model.scaffold04266.4	1320	48	44	94	15	16	0	55	56	50	265
Hol_evm.model.scaffold04268.1	348	5	1	2	1	7	0	1	21	31	4
Hol_evm.model.scaffold04270.1	211	0	0	2	1	1	0	1	8	6	1
Hol_evm.model.scaffold04271.1	864	16	7	1	1	15	0	4	6	106	2
Hol_evm.model.scaffold04272.1	271	5	1	6	0	2	0	1	3	0	3
Hol_evm.model.scaffold04272.2	477	31	1	5	3	4	0	0	12	3	9
Hol_evm.model.scaffold04272.3	582	2	3	0	0	7	0	6	5	5	7
Hol_evm.model.scaffold04272.4	582	270	508	409	55	288	0	512	366	3093	59
Hol_evm.model.scaffold04272.5	1020	0	1	2	0	7	0	14	8	9	39
Hol_evm.model.scaffold04273.1	906	353	396	630	991	268	81	227	277	854	512
Hol_evm.model.scaffold04273.2	300	269	162	335	446	83	1	222	445	913	748
Hol_evm.model.scaffold04273.3	3162	8271	4477	10009	16975	1053	10	3415	1498	5978	1118
Hol_evm.model.scaffold04274.1	1160	17	25	9	10	11	0	13	64	79	53
Hol_evm.model.scaffold04275.1	651	300	73	211	557	143	108	163	506	277	321
Hol_evm.model.scaffold04275.2	660	597	7	145	244	43	2686	138	816	1125	270
Hol_evm.model.scaffold04275.3	2535	263	73	324	551	79	0	375	87	812	374
Hol_evm.model.scaffold04275.4	573	4	1	15	0	942	0	3	8	0	9
Hol_evm.model.scaffold04275.5	1581	261	149	604	651	38	2	221	413	12	467
Hol_evm.model.scaffold04279.1	771	12	201	0	0	2	0	111	1	4	2
Hol_evm.model.scaffold04279.2	2301	418	13	152	246	182	0	184	35	25	1520
Hol_evm.model.scaffold04279.3	408	106	30	30	200	62	0	52	1305	541	174
Hol_evm.model.scaffold04279.4	2400	392	52	99	826	187	0	180	75	26	883
Hol_evm.model.scaffold04279.5	267	12	24	17	0	23	0	16	1	7	46
Hol_evm.model.scaffold04279.6	555	488	355	648	1322	499	0	574	1300	962	1459
Hol_evm.model.scaffold04279.7	1806	256	167	107	495	20	0	164	167	147	525
Hol_evm.model.scaffold04280.1	385	1	0	0	0	0	0	0	3	1	0
Hol_evm.model.scaffold04282.1	498	0	3	0	0	6	0	3	5	8	1
Hol_evm.model.scaffold04282.2	483	17	13	9	9	3	0	19	6	11	10
Hol_evm.model.scaffold04283.1	628	187	40	58	0	46	0	38	64	251	46
Hol_evm.model.scaffold04283.2	13002	596	300	501	732	475	994	784	1039	837	1398
Hol_evm.model.scaffold04286.1	594	3	3	0	0	8	0	1	14	11	2
Hol_evm.model.scaffold04287.1	426	0	0	0	0	0	0	0	0	0	0
Hol_evm.model.scaffold04288.1	2139	292	536	529	2453	178	0	484	49	279	1330
Hol_evm.model.scaffold04289.1	1092	900	561	467	575	437	17	602	390	1537	1010
Hol_evm.model.scaffold04290.1	264	3	2	5	10	1	0	0	47	42	3
Hol_evm.model.scaffold04290.2	1263	5609	1446	4745	4856	1891	216	1184	1643	4257	1983
Hol_evm.model.scaffold04290.3	927	3138	941	5839	10028	426	7353	908	1001	847	290
Hol_evm.model.scaffold04290.4	615	1995	1421	1406	8139	761	1865	1459	3286	1808	1183
Hol_evm.model.scaffold04290.5	1284	94	3	35	238	10	0	15	22	14	195
Hol_evm.model.scaffold04291.1	288	12	4	0	2	7	0	2	3	3	3
Hol_evm.model.scaffold04291.2	468	2	10	1	9	14	0	3	0	5	0
Hol_evm.model.scaffold04294.1	2925	796	222	325	98	61	0	261	289	359	1058
Hol_evm.model.scaffold04302.1	281	8	8	2	3	17	0	7	5	2	5
Hol_evm.model.scaffold04304.1	221	2	0	0	12	8	0	1	35	42	4
Hol_evm.model.scaffold04304.2	318	20	23	0	5	3	0	2	3	3	5
Hol_evm.model.scaffold04304.3	567	29	51	2	1	4	0	1	7	11	19
Hol_evm.model.scaffold04304.4	699	1179	605	1273	1683	262	2419	1136	2078	1632	1464
Hol_evm.model.scaffold04304.5	375	1017	396	1511	749	251	901	2847	161	4633	66
Hol_evm.model.scaffold04304.6	2703	863	1039	1964	2004	726	0	1517	1995	390	3414
Hol_evm.model.scaffold04304.7	201	2345	1673	2864	3547	945	185	2669	1837	2944	5482
Hol_evm.model.scaffold04304.8	936	414	240	413	630	116	1	480	332	707	661
Hol_evm.model.scaffold04304.9	1737	2471	1443	2223	3624	156	166	2044	397	3625	1078
Hol_evm.model.scaffold04304.10	1290	1522	497	1496	1024	300	0	1051	272	1329	4960
Hol_evm.model.scaffold04304.11	300	6	0	3	0	1	0	5	38	21	9
Hol_evm.model.scaffold04306.1	312	0	0	0	0	0	0	0	0	2	0
Hol_evm.model.scaffold04315.1	1728	1	9	0	17	7	0	4	33	71	3
Hol_evm.model.scaffold04315.2	561	5	2	1	11	5	0	3	25	16	1
Hol_evm.model.scaffold04319.3	242	0	0	2	6	4	0	1	14	10	6
Hol_evm.model.scaffold04319.1	224	2	2	1	1	2	0	0	2	7	1
Hol_evm.model.scaffold04319.2	522	2	4	0	11	6	0	0	13	19	48
Hol_evm.model.scaffold04319.4	186	0	0	0	0	1	0	1	0	0	5
Hol_evm.model.scaffold04320.1	288	0	0	0	0	0	0	0	0	0	3
Hol_evm.model.scaffold04320.2	473	0	0	0	0	3	0	0	0	5	99
Hol_evm.model.scaffold04320.3	228	0	0	0	1	1	0	0	5	3	0
Hol_evm.model.scaffold04323.1	2078	73	140	484	2023	177	0	36	60	4599	9
Hol_evm.model.scaffold04323.2	1101	0	1	0	67	3	0	22	6	5	1
Hol_evm.model.scaffold04323.3	1569	34	15	16	3	65	0	55	109	10	232
Hol_evm.model.scaffold04324.1	178	11	6	24	7	22	0	33	1	2	6
Hol_evm.model.scaffold04326.1	366	27	6	5	0	30	502	15	2	69	22
Hol_evm.model.scaffold04326.2	750	75	27	0	58	28	0	0	6	9	5
Hol_evm.model.scaffold04326.3	750	259	2688	28	8	7	340	3062	16	41	23
Hol_evm.model.scaffold04326.4	546	48	2	2	6	24	0	58	27	17	12
Hol_evm.model.scaffold04329.1	1062	2	3	1	2	8	0	6	12	11	486
Hol_evm.model.scaffold04329.2	1161	340	176	511	9	48	0	173	41	297	6701
Hol_evm.model.scaffold04329.3	279	11	0	0	0	6	0	2	15	6	3
Hol_evm.model.scaffold04330.1	990	2	0	0	1	2	0	1	15	17	3
Hol_evm.model.scaffold04331.1	603	1	1	0	0	1	0	0	8	2	0
Hol_evm.model.scaffold04331.2	414	0	0	0	1	9	0	15	5	14	0
Hol_evm.model.scaffold04334.1	330	88	26	34	0	14	0	5	10	7	57
Hol_evm.model.scaffold04334.2	249	90	19	30	34	40	9	31	49	5	71
Hol_evm.model.scaffold04335.1	4562	236	13	104	984	53	0	246	32	31	186
Hol_evm.model.scaffold04338.1	447	189	144	74	244	87	0	33	169	251	4
Hol_evm.model.scaffold04338.2	429	260	93	341	560	112	419	100	1066	161	230
Hol_evm.model.scaffold04338.3	1083	996	723	837	687	238	0	704	891	1150	1343
Hol_evm.model.scaffold04338.4	693	161	264	173	733	237	1431	178	1334	1404	619
Hol_evm.model.scaffold04338.5	624	128	169	104	368	110	94	218	433	694	290
Hol_evm.model.scaffold04338.6	216	162	91	186	176	146	0	180	228	515	212
Hol_evm.model.scaffold04338.7	2445	161	216	164	351	41	1	424	183	55	706
Hol_evm.model.scaffold04338.8	1377	753	502	1042	1066	334	30	348	934	1872	1053
Hol_evm.model.scaffold04338.9	396	6295	3932	10718	11318	2795	2021	9071	7473	13598	2251
Hol_evm.model.scaffold04338.10	546	446	299	399	1604	217	77	576	1184	959	536
Hol_evm.model.scaffold04338.11	2502	2346	696	752	1487	562	0	870	979	1809	1428
Hol_evm.model.scaffold04338.12	1923	152	158	226	819	158	0	134	27	637	586
Hol_evm.model.scaffold04345.1	975	2	13	2	9	36	0	1	43	53	3
Hol_evm.model.scaffold04351.1	591	128	11	112	157	52	0	24	309	47	32
Hol_evm.model.scaffold04356.1	261	1	0	0	0	1	0	1	0	5	0
Hol_evm.model.scaffold04356.2	5040	1433	858	1375	870	475	0	1826	385	437	2521
Hol_evm.model.scaffold04360.1	564	1	0	2	2	5	0	13	16	15	10
Hol_evm.model.scaffold04366.1	1156	0	1	0	0	6	0	2	14	8	0
Hol_evm.model.scaffold04372.1	1023	308	71	64	13	88	0	73	9	6	939
Hol_evm.model.scaffold04373.1	924	6	25	0	2	118	0	4	9	4	0
Hol_evm.model.scaffold04373.2	708	1	83	2	6	236	0	44	10	32	3
Hol_evm.model.scaffold04373.3	1527	8	38	6	24	1564	0	20	90	51	8
Hol_evm.model.scaffold04373.4	333	10	6	2	17	227	0	6	32	56	1
Hol_evm.model.scaffold04373.5	363	61	45	32	15	155	0	390	30	158	14
Hol_evm.model.scaffold04374.1	245	1	0	0	0	2	0	0	1	2	0
Hol_evm.model.scaffold04375.1	1149	169	102	488	482	23	0	112	179	190	15
Hol_evm.model.scaffold04375.2	654	2	21	0	2	304	0	10	2	8	79
Hol_evm.model.scaffold04377.1	3505	161	154	328	298	22	0	218	76	102	182
Hol_evm.model.scaffold04378.1	210	0	1	0	0	1	0	8	2	4	9
Hol_evm.model.scaffold04378.2	555	14	3	1	4	2	0	22	14	13	265
Hol_evm.model.scaffold04389.1	471	1	1	4	3	8	0	2	16	6	0
Hol_evm.model.scaffold04391.1	1584	0	1	0	0	2	0	0	18	5	0
Hol_evm.model.scaffold04391.2	2272	1	2	0	10	12	0	3	30	16	0
Hol_evm.model.scaffold04395.1	759	0	4	0	0	10	0	2	11	17	0
Hol_evm.model.scaffold04398.1	630	6	0	0	2	7	0	1	13	37	7
Hol_evm.model.scaffold04401.1	555	2	1	0	4	9	0	3	10	4	3
Hol_evm.model.scaffold04401.2	2892	558	74	10	106	67	0	176	30	224	534
Hol_evm.model.scaffold04401.3	3276	96	199	60	64	42	0	188	103	133	501
Hol_evm.model.scaffold04401.4	1230	1663	873	2296	925	532	598	1971	1533	721	6772
Hol_evm.model.scaffold04401.5	2661	163	35	26	3	527	0	123	114	16	506
Hol_evm.model.scaffold04401.6	3816	520	204	701	550	349	1	615	323	762	1917
Hol_evm.model.scaffold04401.7	303	16	23	4	6	510	0	13	20	19	27
Hol_evm.model.scaffold04401.8	762	9	99	2	20	1102	0	33	66	40	5
Hol_evm.model.scaffold04403.1	480	7	0	2	14	5	0	1	58	53	1
Hol_evm.model.scaffold04403.2	1389	2	2	40	32	5	0	2	40	66	9
Hol_evm.model.scaffold04407.1	1026	274	28	345	342	28	104	741	229	714	1135
Hol_evm.model.scaffold04407.2	15189	1135	951	1061	588	401	4126	1184	288	442	2033
Hol_evm.model.scaffold04407.3	897	1	4	0	6	36	0	16	7	7	1
Hol_evm.model.scaffold04407.4	1293	168	105	75	0	304	481	781	154	895	4
Hol_evm.model.scaffold04407.5	1809	1989	1285	1392	3018	1002	1619	2001	660	3089	109
Hol_evm.model.scaffold04407.6	456	2	11	7	325	1508	1801	1902	191	3487	147
Hol_evm.model.scaffold04408.1	1302	414	59	63	728	99	0	51	295	190	3765
Hol_evm.model.scaffold04408.2	1155	41	66	19	168	44	0	35	26	13	266
Hol_evm.model.scaffold04409.1	4344	424	63	120	151	253	0	163	608	584	440
Hol_evm.model.scaffold04411.1	239	17	18	9	0	1	0	24	41	90	28
Hol_evm.model.scaffold04413.1	810	3	0	24	4	17	0	3	16	6	4
Hol_evm.model.scaffold04414.1	1395	4	2	0	17	5	0	3	27	15	352
Hol_evm.model.scaffold04416.1	297	7386	16759	12542	4494	4283	3117	17084	505	1983	3286
Hol_evm.model.scaffold04416.2	390	6492	38294	10636	5756	7008	2536	26215	837	1918	2956
Hol_evm.model.scaffold04416.3	222	16	7	11	155	8	0	2	122	94	7
Hol_evm.model.scaffold04416.4	255	9	5	8	211	5	0	1	162	118	10
Hol_evm.model.scaffold04416.5	1545	162	30	143	1823	33	0	18	1651	1590	78
Hol_evm.model.scaffold04416.6	810	127	39	62	1294	42	0	56	2657	1080	71
Hol_evm.model.scaffold04416.7	639	1027	72	206	1173	4695	1046	76	1590	1190	380
Hol_evm.model.scaffold04417.1	1056	8	1	0	14	21	0	2	31	34	9
Hol_evm.model.scaffold04421.1	324	0	0	0	0	0	0	0	2	5	0
Hol_evm.model.scaffold04421.2	378	0	0	1	1	1	0	0	2	6	0
Hol_evm.model.scaffold04421.3	1248	8	5	14	49	11	0	3	138	240	3
Hol_evm.model.scaffold04422.1	1611	538	222	595	418	140	47	2651	1455	1783	139
Hol_evm.model.scaffold04422.2	2568	160	75	283	454	113	0	294	266	574	1074
Hol_evm.model.scaffold04422.3	1377	36	110	2	0	9	0	16	11	23	148
Hol_evm.model.scaffold04422.4	2286	4	5	80	6	15	0	5	33	16	2
Hol_evm.model.scaffold04423.1	1593	958	195	332	374	192	0	374	297	740	2958
Hol_evm.model.scaffold04423.2	954	4275	1218	2957	3754	1662	2392	6209	6714	21726	539
Hol_evm.model.scaffold04423.3	1194	2995	839	4432	3937	420	7836	1229	1573	3311	1819
Hol_evm.model.scaffold04424.1	1518	31	33	0	6	11	0	18	39	18	231
Hol_evm.model.scaffold04424.2	1122	170	66	359	50	101	0	112	39	140	165
Hol_evm.model.scaffold04424.3	2883	1145	421	535	1475	220	77	588	886	420	2308
Hol_evm.model.scaffold04424.4	3357	30	26	158	329	300	0	43	64	22	356
Hol_evm.model.scaffold04424.5	1644	763	316	203	579	153	0	190	45	603	477
Hol_evm.model.scaffold04424.6	222	5	5	10	7	2	0	38	0	0	5
Hol_evm.model.scaffold04424.7	1155	57	12	199	34	60	0	144	15	18	51
Hol_evm.model.scaffold04424.8	699	2775	1179	1902	3389	995	2404	3050	2754	6084	1387
Hol_evm.model.scaffold04424.9	1701	302	211	323	1188	419	0	257	390	689	638
Hol_evm.model.scaffold04424.10	3018	575	245	673	739	236	0	450	220	2148	2062
Hol_evm.model.scaffold04424.11	774	398	248	589	706	425	32	526	580	615	697
Hol_evm.model.scaffold04424.12	1914	157	286	129	5	76	0	255	25	37	109
Hol_evm.model.scaffold04424.13	522	40	15	66	8	38	0	33	25	20	24
Hol_evm.model.scaffold04424.14	984	148	76	263	132	324	0	93	52	90	28
Hol_evm.model.scaffold04424.15	990	637	481	1831	920	1687	0	560	445	982	992
Hol_evm.model.scaffold04424.16	282	859	776	1665	1211	469	429	950	2297	1733	900
Hol_evm.model.scaffold04424.17	453	56	69	143	3	14	0	128	14	166	19
Hol_evm.model.scaffold04424.18	666	1794	894	769	388	313	3690	1456	608	1659	386
Hol_evm.model.scaffold04424.19	666	5628	2058	1900	3456	358	0	2519	1005	3183	268
Hol_evm.model.scaffold04424.20	687	3447	1137	849	2471	140	0	1142	1052	1659	1033
Hol_evm.model.scaffold04424.21	541	34	31	123	25	7	0	69	45	61	15
Hol_evm.model.scaffold04425.1	216	74	14	30	0	2	0	45	4	2	13
Hol_evm.model.scaffold04428.1	1149	2	5	29	0	9	0	123	5	2	116
Hol_evm.model.scaffold04428.2	1536	2366	590	4415	10501	1220	0	1040	738	960	206
Hol_evm.model.scaffold04428.3	2151	294	71	267	321	27	0	141	21	37	580
Hol_evm.model.scaffold04430.1	351	154	33	55	248	9	0	279	479	395	48
Hol_evm.model.scaffold04430.2	1293	857	230	819	1565	237	23	628	1058	1323	363
Hol_evm.model.scaffold04430.3	789	581	283	1335	1741	164	0	402	1211	1340	749
Hol_evm.model.scaffold04430.4	630	502	388	602	1790	210	0	471	2367	1315	471
Hol_evm.model.scaffold04430.5	714	1427	526	1432	2021	170	470	964	1113	2555	2723
Hol_evm.model.scaffold04430.6	3750	6034	2072	11104	12905	699	5083	2278	3177	5289	671
Hol_evm.model.scaffold04430.7	1434	27	2	2	3	18	0	2	14	7	36157
Hol_evm.model.scaffold04432.1	916	5	0	0	52	12	0	33	10	194	3
Hol_evm.model.scaffold04432.2	990	926	489	1147	3122	158	0	723	1786	1866	1858
Hol_evm.model.scaffold04434.1	476	0	1	0	1	2	0	0	27	16	3
Hol_evm.model.scaffold04436.1	182	11	9	0	3	1	0	4	0	108	23
Hol_evm.model.scaffold04437.1	429	27	8	0	0	1	0	1	2	2	0
Hol_evm.model.scaffold04441.1	483	36	30	42	1222	89	18	30	2450	249	24
Hol_evm.model.scaffold04446.1	2301	954	467	598	1194	221	0	778	388	750	924
Hol_evm.model.scaffold04446.2	1428	507	15	376	667	149	0	228	274	654	1135
Hol_evm.model.scaffold04446.3	1365	569	282	1252	2574	187	4468	762	843	980	518
Hol_evm.model.scaffold04447.1	525	0	1	0	0	3	0	2	7	1	3
Hol_evm.model.scaffold04448.1	2262	409	338	225	1014	369	0	459	716	316	1391
Hol_evm.model.scaffold04452.1	651	1	1	0	0	3	0	1	4	2	0
Hol_evm.model.scaffold04452.2	942	0	1	0	0	12	0	2	4	0	0
Hol_evm.model.scaffold04452.3	900	471	486	490	878	72	9	738	722	727	669
Hol_evm.model.scaffold04452.4	4086	184	48	117	384	18	0	80	86	40	311
Hol_evm.model.scaffold04456.1	1186	2	3	1	9	7	0	2	9	9	2
Hol_evm.model.scaffold04456.2	2187	5	3	2	6	8	0	4	29	33	2
Hol_evm.model.scaffold04456.3	276	3	0	3	0	1	0	0	4	6	5
Hol_evm.model.scaffold04456.4	393	1	3	1	1	0	0	1	2	11	4
Hol_evm.model.scaffold04456.5	282	1	0	7	15	2	0	1	12	0	2
Hol_evm.model.scaffold04456.6	330	15	3	7	1	0	0	0	2	1	7
Hol_evm.model.scaffold04458.1	246	0	2	0	1	0	0	1	5	5	0
Hol_evm.model.scaffold04458.2	471	0	0	0	6	3	0	1	5	11	0
Hol_evm.model.scaffold04458.3	246	8	8	5	56	8	0	12	21	11	102
Hol_evm.model.scaffold04458.4	1326	19	49	17	2	123	1	68	10	13	666
Hol_evm.model.scaffold04462.1	1194	1216	688	613	397	200	0	183	8	843	48
Hol_evm.model.scaffold04462.2	326	0	0	10	0	217	0	19	2	1	1
Hol_evm.model.scaffold04464.1	156	0	1	0	0	0	0	0	0	0	0
Hol_evm.model.scaffold04468.1	1007	365	151	493	31	159	0	129	6	139	20
Hol_evm.model.scaffold04469.1	606	3	5	7	21	4	3	8	52	113	9
Hol_evm.model.scaffold04473.1	813	2	0	0	2	6	0	0	15	10	0
Hol_evm.model.scaffold04474.1	537	370	93	116	316	126	0	191	308	216	332
Hol_evm.model.scaffold04476.1	255	51	31	13	0	3	0	8	8	56	23
Hol_evm.model.scaffold04476.2	4869	244	65	105	69	172	0	211	515	310	716
Hol_evm.model.scaffold04476.3	975	1	0	1	8	9	0	0	8	9	7
Hol_evm.model.scaffold04476.4	1236	9	82	70	4	78	0	114	12	17	79
Hol_evm.model.scaffold04476.5	447	113	243	410	374	38	0	111	50	199	794
Hol_evm.model.scaffold04476.6	351	82	397	481	477	127	0	144	313	218	768
Hol_evm.model.scaffold04476.7	3021	345	392	624	552	245	0	597	255	332	961
Hol_evm.model.scaffold04476.8	2982	133	130	83	145	217	0	129	109	152	557
Hol_evm.model.scaffold04476.9	696	241	280	359	275	27	0	279	56	38	850
Hol_evm.model.scaffold04481.1	4237	1771	447	1046	1129	274	6	683	849	60	3712
Hol_evm.model.scaffold04486.1	2421	957	386	649	770	401	0	714	13	7	2
Hol_evm.model.scaffold04488.1	519	244	190	254	460	25	777	180	286	589	172
Hol_evm.model.scaffold04488.2	2406	19	3	8	39	18	27	56	157	555	250
Hol_evm.model.scaffold04488.3	1044	332	232	332	863	216	4652	515	1589	730	826
Hol_evm.model.scaffold04488.4	942	28	46	7	80	74	0	18	57	28	87
Hol_evm.model.scaffold04490.1	939	24	2	2	3	6	0	2	16	6	10
Hol_evm.model.scaffold04494.1	567	88	29	0	19	15	0	26	0	0	72
Hol_evm.model.scaffold04495.1	837	213	85	0	158	12	0	2	14	4	3882
Hol_evm.model.scaffold04500.1	231	0	0	0	0	5	0	2	0	1	1
Hol_evm.model.scaffold04500.2	201	1	0	0	0	2	0	0	0	5	0
Hol_evm.model.scaffold04500.3	387	0	6	1	10	1	0	0	8	12	2
Hol_evm.model.scaffold04500.4	909	2	4	1	6	14	0	2	40	32	7
Hol_evm.model.scaffold04500.5	219	0	0	0	0	2	0	0	11	2	2
Hol_evm.model.scaffold04501.1	210	12	14	12	0	4	0	13	3	44	40
Hol_evm.model.scaffold04502.1	231	16	0	0	0	2	0	13	124	4	107
Hol_evm.model.scaffold04502.2	2055	1868	1100	2615	2122	524	0	1388	1314	2401	4086
Hol_evm.model.scaffold04503.1	785	358	54	316	235	91	0	92	26	49	4625
Hol_evm.model.scaffold04509.1	495	53	9	0	0	4	0	1	6	1	1
Hol_evm.model.scaffold04509.2	5613	3	109	0	25	623	0	74	24	10	4
Hol_evm.model.scaffold04509.3	1671	0	56	0	7	1373	0	58	26	2	0
Hol_evm.model.scaffold04509.4	1710	306	58	123	536	57	0	98	183	5	943
Hol_evm.model.scaffold04509.5	1335	142	77	188	83	13	0	54	256	12	319
Hol_evm.model.scaffold04509.6	825	3	92	2	7	2827	0	130	13	10	6
Hol_evm.model.scaffold04509.7	822	0	0	0	0	7	0	0	2	1	6
Hol_evm.model.scaffold04509.8	924	0	2	4	25	9	0	1	144	14	4
Hol_evm.model.scaffold04509.9	2334	743	126	550	3101	257	0	690	157	1098	1999
Hol_evm.model.scaffold04509.10	327	8	8	7	1	2	0	1	8	7	1
Hol_evm.model.scaffold04509.11	3234	1107	350	1013	1389	383	0	725	733	1088	985
Hol_evm.model.scaffold04509.12	1332	1056	245	1233	1593	85	0	1068	433	24	4160
Hol_evm.model.scaffold04509.13	4290	243	233	414	265	55	1	293	53	368	361
Hol_evm.model.scaffold04509.14	348	0	0	0	0	2	0	2	5	0	5
Hol_evm.model.scaffold04509.15	306	0	12	0	0	20	1	6	0	1	1
Hol_evm.model.scaffold04509.16	345	1	0	0	2	1	0	0	15	13	4
Hol_evm.model.scaffold04509.17	216	0	0	0	0	0	0	0	3	0	1
Hol_evm.model.scaffold04509.18	238	1	4	0	0	1	0	1	0	0	0
Hol_evm.model.scaffold04510.1	298	0	0	0	0	2	0	0	7	0	0
Hol_evm.model.scaffold04510.2	315	0	0	1	0	1	0	1	1	0	0
Hol_evm.model.scaffold04510.3	327	0	1	0	0	2	0	0	4	2	6
Hol_evm.model.scaffold04510.4	1044	29	28	41	447	6	0	18	125	162	39
Hol_evm.model.scaffold04512.1	729	159	11	192	220	10	2195	581	4	6	8
Hol_evm.model.scaffold04518.1	204	0	0	0	0	4	0	3	3	1	1
Hol_evm.model.scaffold04520.1	1500	583	179	317	17	6	0	107	3	27	2993
Hol_evm.model.scaffold04520.2	3111	254	41	128	402	52	0	221	442	707	843
Hol_evm.model.scaffold04520.3	345	192	264	222	667	127	0	162	302	341	208
Hol_evm.model.scaffold04520.4	978	257	46	68	86	80	0	26	31	29	40
Hol_evm.model.scaffold04520.5	552	932	340	1379	1802	474	3	546	1332	1121	350
Hol_evm.model.scaffold04523.1	243	1	2	7	0	0	0	4	13	8	1
Hol_evm.model.scaffold04527.1	391	2	0	5	21	5	0	0	52	68	2
Hol_evm.model.scaffold04529.1	753	1	0	0	3	1	0	0	22	22	1
Hol_evm.model.scaffold04529.2	540	0	0	0	6	2	0	0	4	4	0
Hol_evm.model.scaffold04529.3	2187	5	0	0	10	3	0	1	14	32	2
Hol_evm.model.scaffold04529.4	924	14	5	10	42	2	0	3	98	122	4
Hol_evm.model.scaffold04533.1	2280	205	101	149	348	36	0	142	624	438	415
Hol_evm.model.scaffold04536.1	4896	48	15	8	32	33	0	12	101	122	9
Hol_evm.model.scaffold04536.2	975	588	335	772	936	540	0	547	702	3623	1024
Hol_evm.model.scaffold04536.3	687	1547	351	1753	202	217	0	151	528	3434	599
Hol_evm.model.scaffold04536.4	870	1648	497	1204	883	255	0	892	758	1934	2552
Hol_evm.model.scaffold04536.5	282	14	30	3	2	7	0	7	7	11	2
Hol_evm.model.scaffold04536.6	948	523	310	76	18	254	0	87	49	20	12
Hol_evm.model.scaffold04536.7	951	170	18	194	799	30	1	271	28	23	299
Hol_evm.model.scaffold04536.8	714	0	32	2	0	297	0	1	12	4	0
Hol_evm.model.scaffold04538.1	1109	47	5	1	4	5	0	41	11	2	3
Hol_evm.model.scaffold04542.1	170	110	3	30	75	1	0	25	20	77	149
Hol_evm.model.scaffold04542.2	1350	2145	449	1142	1963	174	0	1003	1006	1812	3048
Hol_evm.model.scaffold04542.3	1056	454	296	634	131	375	0	139	14	25	104
Hol_evm.model.scaffold04542.4	285	0	0	0	0	3	0	1	0	0	2
Hol_evm.model.scaffold04542.5	1380	4	6	8	13	6	0	5	16	59	684
Hol_evm.model.scaffold04542.6	1216	1830	758	2497	7902	202	0	1013	2445	5294	305
Hol_evm.model.scaffold04545.1	1167	0	2	4	8	129	0	5	14	12	2
Hol_evm.model.scaffold04545.2	735	57	34	68	240	73	0	93	482	114	146
Hol_evm.model.scaffold04548.1	375	0	0	0	0	0	0	0	0	0	0
Hol_evm.model.scaffold04555.1	3894	1	0	0	0	16	0	5	29	21	0
Hol_evm.model.scaffold04558.1	903	31	63	20	73	4	0	64	15	129	405
Hol_evm.model.scaffold04558.2	2007	0	6	0	2	11	0	3	3	2	0
Hol_evm.model.scaffold04559.1	872	63	4	0	13	18	0	30	29	14	11
Hol_evm.model.scaffold04563.1	732	11	27	0	5	10	0	62	10	14	653
Hol_evm.model.scaffold04564.1	615	0	7	0	0	4	0	2	2	7	54
Hol_evm.model.scaffold04566.1	8342	749	409	511	115	424	85	689	740	877	203
Hol_evm.model.scaffold04566.2	1293	555	310	371	439	184	0	578	225	1040	1381
Hol_evm.model.scaffold04566.3	2703	2	4	9	13	21	1	10	45	28	3
Hol_evm.model.scaffold04567.1	526	2	3	1	0	13	0	0	13	14	0
Hol_evm.model.scaffold04569.1	168	4	1	0	1	2	0	2	0	0	0
Hol_evm.model.scaffold04569.2	228	1	0	0	1	0	0	0	4	6	0
Hol_evm.model.scaffold04570.1	171	5	19	13	20	13	0	35	22	54	56
Hol_evm.model.scaffold04570.2	3099	580	200	462	906	314	0	227	795	308	967
Hol_evm.model.scaffold04570.3	1128	4	3	0	1	619	0	25	10	3	0
Hol_evm.model.scaffold04570.4	411	38	43	85	7	96	102	58	27	20	205
Hol_evm.model.scaffold04575.1	1701	1043	930	2040	2375	757	6781	1808	1184	1603	448
Hol_evm.model.scaffold04575.2	1098	940	308	1562	3296	157	803	700	918	2840	1042
Hol_evm.model.scaffold04575.3	306	439	309	144	94	10	0	165	2	2	97
Hol_evm.model.scaffold04575.4	4767	4688	4006	2282	4355	1428	853	1812	1369	1860	1184
Hol_evm.model.scaffold04575.5	354	90	147	189	492	159	0	173	622	356	123
Hol_evm.model.scaffold04575.6	1749	189	91	64	5	58	1	69	111	17	1817
Hol_evm.model.scaffold04575.7	1017	795	510	563	935	190	0	624	716	321	2766
